Gene	withingroup.factor	acrossgroup.factor	rescale.factor
RP1-8B1.4	1	1	1
RP1-90G24.10	1	1	1
RP1-90G24.11	1	1	1
RP1-90G24.6	1	1	1
RP1-90G24.8	1	1	1
RP1-90J20.11	1	1	1
RP1-90J20.12	1	1	1
RP1-90J20.2	1	1	1
RP1-90J20.8	1	1	1
RP1-90J4.1	1	1	1
RP1-90K10.4	1	1	1
RP1-90L14.1	1	1	1
RP1-90L6.2	1	1	1
RP1-90L6.3	1	1	1
RP1-91G5.3	1	1	1
RP1-91J24.3	1	1	1
RP1-92C4.2	1	1	1
RP1-92C8.3	1	1	1
RP1-92O14.3	1.49	1	1.49
RP1-92O14.6	1	1	1
RP1-93H18.1	1	1	1
RP1-93H18.6	1	1	1
RP1-93H18.7	1	1	1
RP1-93I3.1	1	1	1
RP1-97G4.1	1	1	1
RP1-97J1.2	1	1	1
RP1L1	1	1	1
RP2	1.863	1.909	1.909
RP3-322G13.5	1	1	1
RP3-322G13.7	1	1	1
RP3-323N1.2	1	1	1
RP3-323P13.2	1	1	1
RP3-323P24.3	1	1	1
RP3-325F22.3	1	1	1
RP3-325F22.5	1.119	1	1.119
RP3-326I13.1	1.109	1	1.109
RP3-326L13.2	1	1	1
RP3-326L13.3	1	1	1
RP3-327A19.5	1	1.13	1.13
RP3-329A5.8	1.723	1.108	1.723
RP3-329E20.2	1	1	1
RP3-330M21.5	1	1	1
RP3-331H24.4	1	1	1
RP3-331H24.5	1	1	1
RP3-332B22.1	1	1	1
RP3-333A15.1	1	1	1
RP3-333A15.2	1.173	1.928	1.928
RP3-333B15.4	1	1	1
RP3-333H23.8	1	1	1
RP3-335N17.2	1	1	1
RP3-337D23.3	1	1	1
RP3-337H4.10	1	1	1
RP3-337H4.8	1	1	1
RP3-337H4.9	1	1	1
RP3-337O18.9	1	1	1
RP3-339A18.6	1	1	1
RP3-340B19.3	1	1	1
RP3-340N1.2	1	1	1
RP3-340N1.5	1	1	1
RP3-340N1.6	1	1	1
RP3-348I23.2	1	1	1
RP3-355L5.4	1	1	1
RP3-355L5.5	1	1	1
RP3-359N14.2	1	1	1
RP3-365O12.2	1	1	1
RP3-368A4.5	1.024	1.71	1.71
RP3-368A4.6	1.024	1.449	1.449
RP3-368B9.2	1	1	1
RP3-369A17.4	1	1	1
RP3-369A17.5	1	1	1
RP3-370M22.8	1	1	1
RP3-377H17.2	1	1	1
RP3-380B4.1	1	1	1
RP3-380B8.4	1	1	1
RP3-380E11.2	1	1	1
RP3-388E23.2	1	1	1
RP3-388M5.9	1	1	1
RP3-388N13.3	1	1	1
RP3-390M24.1	1	1	1
RP3-393E18.2	1	1	1
RP3-393K13.1	1	1	1
RP3-395M20.12	1	1	1
RP3-395M20.2	1	1	1
RP3-395M20.3	1	1	1
RP3-395M20.7	1	1	1
RP3-395M20.8	1	1	1
RP3-395M20.9	1	1	1
RP3-395P12.2	1	1	1
RP3-398G3.5	1	1	1
RP3-399L15.1	1	1	1
RP3-399L15.2	1	1	1
RP3-399L15.3	1	1	1
RP3-400B16.1	1	1	1
RP3-400B16.3	1	1	1
RP3-400B16.4	1	1	1
RP3-400N23.6	1	1	1
RP3-402G11.25	1	1	1
RP3-402G11.26	1	1.013	1.013
RP3-402G11.27	1	1	1
RP3-402G11.28	1	1	1
RP3-403L10.3	1	1	1
RP3-404F18.5	1	1	1
RP3-404K8.2	1	1	1
RP3-405J10.3	1	1	1
RP3-405J10.4	1	1	1
RP3-406A7.3	1	1	1
RP3-406A7.7	1.042	1	1.042
RP3-406P24.3	1	1	1
RP3-406P24.4	1	1	1
RP3-410B11.1	1	1	1
RP3-410C9.2	1	1	1
RP3-412A9.16	1.162	1	1.162
RP3-413H6.2	1	1	1
RP3-414A15.10	1	1	1
RP3-414A15.11	1	1	1
RP3-414A15.2	1	1	1
RP3-416H24.1	1	1	1
RP3-416H24.4	1	1	1
RP3-416J7.4	1	1	1
RP3-416J7.5	1	1	1
RP3-417L20.4	1	1	1
RP3-417O22.3	1	1	1
RP3-418C23.2	1	1	1
RP3-422G23.4	1	1	1
RP3-425P12.1	1	1	1
RP3-425P12.2	1	1	1
RP3-425P12.5	1	1	1
RP3-426I6.5	1	1	1
RP3-426I6.6	1	1.046	1.046
RP3-428L16.1	1	1	1
RP3-428L16.2	1	1.472	1.472
RP3-429O6.1	1	1	1
RP3-430A16.1	1	1	1
RP3-430N8.10	1	1	1
RP3-430N8.11	1	1	1
RP3-434O14.8	1	1	1
RP3-434P1.6	1	1	1
RP3-436N22.3	1	1	1
RP3-437I16.1	1	1	1
RP3-438O4.4	1	1	1
RP3-439F8.1	1	1	1
RP3-441A12.1	1	1	1
RP3-443C4.2	1	1	1
RP3-445N2.1	1	1	1
RP3-446N13.1	1	1	1
RP3-448I9.1	1	1	1
RP3-448I9.2	1	1	1
RP3-449H6.1	1	1	1
RP3-449M8.6	1	1	1
RP3-449M8.9	1	1	1
RP3-449O17.1	1	1	1
RP3-453D15.1	1	1	1
RP3-453P22.2	1	1	1
RP3-454B23.1	1	1	1
RP3-455J7.4	1	1	1
RP3-460G2.2	1.473	1.009	1.473
RP3-461P17.10	1	1	1
RP3-461P17.9	1	1	1
RP3-462C17.1	1	1	1
RP3-462D8.2	1	1	1
RP3-462E2.3	1	1	1
RP3-462E2.5	1.034	1.609	1.609
RP3-463P15.1	1	1	1
RP3-465N24.6	1	1	1
RP3-466P17.1	1	1	1
RP3-466P17.2	1	1	1
RP3-467K16.2	1	1	1
RP3-467K16.4	1	1.07	1.07
RP3-467K16.7	1	1	1
RP3-467L1.4	1.048	1	1.048
RP3-467L1.6	1	1	1
RP3-467N11.1	1.099	1	1.099
RP3-468B3.2	1	1	1
RP3-468K18.5	1	1	1
RP3-470B24.5	1	1	1
RP3-470L22.1	1	1	1
RP3-471C18.1	1	1	1
RP3-471C18.2	1	1	1
RP3-471M13.2	1	1	1
RP3-473B4.3	1	1	1
RP3-473L9.4	1	1	1
RP3-475N16.1	1	1.009	1.009
RP3-476K8.3	1	1	1
RP3-477O4.14	1	1	1
RP3-477O4.16	1	1	1
RP3-477O4.5	1	1	1
RP3-483K16.4	1	1	1
RP3-486I3.5	1	1	1
RP3-486I3.7	1	1	1
RP3-495K2.1	1	1	1
RP3-495K2.2	1	1	1
RP3-495K2.3	1	1	1
RP3-496C20.1	1	1	1
RP3-500L14.2	1	1	1
RP3-503A6.2	1	1	1
RP3-507I15.2	1	1.09	1.09
RP3-508I15.10	1	1	1
RP3-508I15.14	1	1	1
RP3-508I15.18	1	1	1
RP3-508I15.19	1	1	1
RP3-508I15.20	1	1.429	1.429
RP3-508I15.21	1.055	1.058	1.058
RP3-508I15.22	1	1	1
RP3-508I15.9	1	1	1
RP3-509I19.6	1	1	1
RP3-510D11.1	1	1	1
RP3-510D11.2	1	1	1
RP3-510H16.3	1	1	1
RP3-510L9.1	1	1	1
RP3-510O8.4	1	1	1
RP3-511B24.6	1	1	1
RP3-512B11.3	1.267	1.137	1.267
RP3-512E2.2	1	1	1
RP3-513G18.2	1	1	1
RP3-514A23.2	1	1	1
RP3-518E13.2	1	1	1
RP3-521E19.2	1	1	1
RP3-522D1.1	1.082	1.116	1.116
RP3-522J7.6	1	1	1
RP3-522P13.3	1	1	1
RP3-523C21.2	1	1	1
RP3-523E19.2	1	1	1
RP3-523K23.2	1	1	1
RP3-525N10.2	1.034	1	1.034
RP3-526F5.2	1	1	1
RP3-527G5.1	1	1	1
RP4-529N6.1	1	1	1
RP4-529N6.2	1	1	1
RP4-530I15.6	1	1	1
RP4-530I15.9	1	1	1
RP4-533D7.4	1	1	1
RP4-533D7.5	1	1	1
RP4-534N18.2	1	1	1
RP4-535B20.1	1	1	1
RP4-535B20.4	1	1	1
RP4-536B24.2	1	1	1
RP4-536B24.3	1	1	1
RP4-536B24.4	1	1	1
RP4-537K23.4	1	1	1
RP4-539M6.14	1	1	1
RP4-539M6.19	1	1	1
RP4-539M6.20	1	1	1
RP4-539M6.21	1	1	1
RP4-539M6.22	1	1	1
RP4-541C22.5	1	1	1
RP4-543J13.1	1	1	1
RP4-544H6.2	1	1	1
RP4-545C24.1	1	1	1
RP4-545K15.3	1.712	1	1.712
RP4-545K15.5	1	1	1
RP4-548D19.3	1	1.305	1.305
RP4-549F15.1	1	1	1
RP4-549L20.3	1	1	1
RP4-550H1.4	1	1	1
RP4-550H1.5	1	1	1
RP4-553F4.2	1	1	1
RP4-553F4.6	1	1	1
RP4-555D20.2	1	1.375	1.375
RP4-555D20.3	1	1	1
RP4-555D20.4	1.061	1	1.061
RP4-555L14.4	1	1	1
RP4-559A3.6	1	1	1
RP4-559A3.7	1	1	1
RP4-561L24.3	1	1	1
RP4-562J12.2	1	1	1
RP4-564F22.5	1	1	1
RP4-564M11.2	1	1	1
RP4-564O4.1	1	1	1
RP4-565E6.1	1	1	1
RP4-568F9.3	1	1	1
RP4-568F9.6	1	1	1
RP4-569D19.8	1	1	1
RP4-569M23.2	1	1	1
RP4-569M23.4	1.092	1	1.092
RP4-575N6.4	1	1	1
RP4-575N6.5	1	1	1
RP4-576H24.4	1	1	1
RP4-580N22.2	1	1	1
RP4-583K8.1	1	1	1
RP4-583P15.10	1.034	1	1.034
RP4-583P15.11	1	1	1
RP4-583P15.14	1	1	1
RP4-583P15.15	1	1.119	1.119
RP4-584D14.5	1	1	1
RP4-584D14.6	1	1	1
RP4-584D14.7	1	1	1
RP4-586O15.1	1	1	1
RP4-591L5.1	1	1	1
RP4-591L5.2	1	1	1
RP4-591N18.2	1	1	1
RP4-593C16.3	1	1	1
RP4-593H12.1	1	1.001	1.001
RP4-594A5.1	1	1	1
RP4-594I10.3	1	1	1
RP4-594L9.2	1	1	1
RP4-597A16.2	1	1	1
RP4-597N16.4	1	1	1
RP4-598G3.1	1	1	1
RP4-601K24.1	1	1	1
RP4-601P9.1	1	1	1
RP4-601P9.2	1	1	1
RP4-604G5.1	1	1	1
RP4-604K5.2	1	1	1
RP4-604K5.3	1	1	1
RP4-605O3.4	1	1	1
RP4-607I7.1	1	1	1
RP4-607J23.2	1.229	1	1.229
RP4-610C12.1	1	1	1
RP4-610C12.3	1	1	1
RP4-610C12.4	1	1	1
RP4-612B15.3	1	1	1
RP4-612J11.1	1	1	1
RP4-613A2.1	1	1	1
RP4-613B23.1	1	1	1
RP4-614C15.2	1	1	1
RP4-614C15.3	1	1	1
RP4-614N24.1	1	1	1
RP4-614O4.11	1	1	1
RP4-614O4.12	1	1	1
RP4-616B8.4	1	1.928	1.928
RP4-617C6.1	1	1	1
RP4-620F22.2	1	1	1
RP4-621B10.8	1	1	1
RP4-622L5.2	1.703	1.355	1.703
RP4-622L5.7	1	1	1
RP4-625H18.2	1	1	1
RP4-630A11.3	1	1	1
RP4-630C24.3	1	1	1
RP4-631H13.2	1	1	1
RP4-633I8.4	1	1	1
RP4-633O19__A.1	1	1	1
RP4-635E18.6	1	1	1
RP4-635E18.7	1	1	1
RP4-635E18.8	1.362	1.039	1.362
RP4-639F20.1	1	1	1
RP4-639J15.1	1	1	1
RP4-640H8.2	1	1	1
RP4-644L1.2	1	1	1
RP4-646N3.1	1	1	1
RP4-647C14.2	1	1	1
RP4-647C14.3	1	1.028	1.028
RP4-647J21.1	1	1	1
RP4-650F12.2	1	1	1
RP4-651E10.4	1	1	1
RP4-655C5.4	1	1	1
RP4-655J12.4	1	1	1
RP4-655J12.5	1	1	1
RP4-656G21.1	1	1	1
RP4-657D16.3	1	1	1
RP4-657D16.6	1	1	1
RP4-660H19.1	1	1	1
RP4-662A9.2	1	1	1
RP4-663N10.1	1	1	1
RP4-665J23.1	1	1.042	1.042
RP4-665J23.2	1	1	1
RP4-665J23.4	1	1	1
RP4-665N4.4	1	1	1
RP4-665N4.8	1	1	1
RP4-666F24.3	1	1	1
RP4-668G5.1	1	1	1
RP4-668J24.2	1	1	1
RP4-669B10.3	1	1	1
RP4-669H2.1	1	1	1
RP4-669L17.10	1	1	1
RP4-669L17.2	1	1	1
RP4-669P10.16	1	1	1
RP4-671G15.2	1	1.14	1.14
RP4-672N11.1	1	1	1
RP4-673D20.3	1	1	1
RP4-673M15.1	1	1	1
RP4-676J13.2	1	1	1
RP4-676L2.1	1	1	1
RP4-677H15.4	1	1	1
RP4-678D15.1	1	1	1
RP4-680D5.2	1	1	1
RP4-680D5.8	1	1	1
RP4-680D5.9	1	1	1
RP4-681L3.2	1	1	1
RP4-682C21.5	1	1	1
RP4-683L5.1	1	1	1
RP4-683M8.2	1	1	1
RP4-684O24.5	1	1	1
RP4-686C3.7	1	1	1
RP4-693M11.3	1	1	1
RP4-694A7.2	1	1	1
RP4-694A7.4	1	1.046	1.046
RP4-694B14.5	1.02	1	1.02
RP4-697K14.3	1	1	1
RP4-697P8.3	1	1	1
RP4-704D21.2	1	1	1
RP4-704D23.1	1	1	1
RP4-705D16.3	1	1	1
RP4-705F19.1	1	1	1
RP4-705O1.1	1	1	1
RP4-706G24.1	1	1	1
RP4-710M16.2	1	1	1
RP4-710M3.2	1	1	1
RP4-712E4.1	1	1	1
RP4-712E4.2	1	1	1
RP4-713A8.1	1	1	1
RP4-714D9.2	1	1	1
RP4-714D9.5	1	1	1
RP4-715N11.2	1	1	1
RP4-717I23.3	1.046	1	1.046
RP4-718D20.3	1	1	1
RP4-718J7.4	1	1	1
RP4-718N17.2	1	1	1
RP4-719C8.1	1	1	1
RP4-723E3.1	1	1	1
RP4-724E13.2	1	1	1
RP4-724E16.2	1	1	1
RP4-726F1.1	1	1	1
RP4-726N1.2	1	1	1
RP4-728D4.2	1.01	1	1.01
RP4-734C18.1	1	1	1
RP4-734G22.3	1	1	1
RP4-734P14.4	1	1	1
RP4-735C1.4	1	1	1
RP4-735C1.6	1	1	1
RP4-736H5.3	1	1	1
RP4-736L20.3	1	1	1
RP4-737A23.2	1	1	1
RP4-737E23.2	1	1	1
RP4-738P15.1	1	1	1
RP4-739H11.3	1	1	1
RP4-739H11.4	1	1.315	1.315
RP4-740C4.6	1	1	1
RP4-740C4.7	1	1	1
RP4-740C4.8	1	1	1
RP4-740C4.9	1	1	1
RP4-742C19.12	1	1	1
RP4-742J24.2	1	1	1
RP4-742N3.1	1	1	1
RP4-745E8.2	1	1	1
RP4-745K6.1	1	1	1
RP4-749H3.1	1	1	1
RP4-749H3.2	1	1	1
RP4-751H13.7	1	1	1
RP4-752I6.1	1	1	1
RP4-753D10.3	1	1	1
RP4-753D10.5	1	1	1
RP4-753D4.2	1	1	1
RP4-753F5.1	1	1	1
RP4-753M9.1	1	1.06	1.06
RP4-753P9.3	1	1	1
RP4-754E20__A.5	1	1	1
RP4-755D9.1	1	1	1
RP4-756G23.5	1	1	1
RP4-756H11.3	1	1	1
RP4-758J18.10	1	1	1
RP4-758J18.13	1	1	1
RP4-758J18.2	1.998	2.359	2.359
RP4-758J18.7	1	1	1
RP4-758J24.5	1	1.336	1.336
RP4-760C5.3	1	1	1
RP4-760C5.5	1	1	1
RP4-761J14.10	1	1.081	1.081
RP4-761J14.8	1	1	1
RP4-761J14.9	1	1	1
RP4-763G1.2	1	1	1
RP4-764O22.1	1	1	1
RP4-764O22.2	1	1	1
RP4-765H13.1	1	1	1
RP4-769N13.6	1.094	1.108	1.108
RP4-769N13.7	1	1	1
RP4-771M4.3	1	1	1
RP4-773A18.4	1	1	1
RP4-773N10.4	1	1.349	1.349
RP4-773N10.6	1	1	1
RP4-777D9.2	1	1	1
RP4-777O23.1	1	1	1
RP4-777O23.2	1	1	1
RP4-778K6.3	1	1	1
RP4-779E11.3	1	1	1
RP4-781K5.2	1	1	1
RP4-781K5.4	1	1	1
RP4-781K5.5	1	1	1
RP4-781K5.6	1	1	1
RP4-781K5.7	1	1	1
RP4-781K5.8	1	1	1
RP4-781K5.9	1	1	1
RP4-782G3.1	1	1	1
RP4-782L23.1	1	1	1
RP4-782L23.2	1	1	1
RP4-784A16.1	1	1	1
RP4-784A16.2	1	1	1
RP4-784A16.3	1	1	1
RP4-784A16.4	1	1	1
RP4-784A16.5	1	1	1
RP4-785G19.5	1	1	1
RP4-788L20.3	1	1	1
RP4-788P17.1	1	1	1
RP4-789D17.5	1	1.062	1.062
RP4-790G17.7	1	1	1
RP4-791M13.3	1	1.024	1.024
RP4-791M13.4	1	1	1
RP4-791M13.5	1	1	1
RP4-792G4.2	1.046	1.647	1.647
RP4-794H19.1	1	1	1
RP4-794H19.2	1	1	1
RP4-794H19.4	1	1	1
RP4-796I8.1	1	1	1
RP4-797C5.2	1	1	1
RP4-798A10.2	1.132	1	1.132
RP4-798A10.4	1	1	1
RP4-798A10.7	1	1	1
RP4-798P15.3	1	1	1
RP4-799D16.1	1	1	1
RP4-799P18.2	1	1	1
RP4-799P18.3	1	1	1
RP4-799P18.4	1	1	1
RP4-800F24.1	1	1	1
RP4-800G7.2	1	1.192	1.192
RP4-800J21.3	1	1	1
RP4-802A10.1	1	1	1
RP4-803J11.2	1	1	1
RP4-806M20.3	1	1	1
RP4-806M20.5	1	1	1
RP4-809F18.1	1	1	1
RP4-809F18.2	1	1	1
RP4-811H24.9	1	1	1
RP4-813D12.2	1	1	1
RP4-813D12.3	1	1	1
RP4-813F11.4	1	1.389	1.389
RP4-816N1.6	1	1.035	1.035
RP4-816N1.7	1	1	1
RP5-1000K24.2	1	1	1
RP5-1002M8.4	1	1	1
RP5-1004I9.1	1	1	1
RP5-1006K12.1	1	1	1
RP5-1007G16.1	1	1	1
RP5-1007H16.1	1	1	1
RP5-1007M22.2	1	1	1
RP5-1010E17.1	1	1	1
RP5-1010E17.2	1	1	1
RP5-1011O1.2	1	1	1
RP5-1011O1.3	1	1	1
RP5-1013A22.2	1	1	1
RP5-1013A22.5	1	1	1
RP5-1018K9.1	1	1	1
RP5-1021I20.1	1	1	1
RP5-1021I20.2	1	1	1
RP5-1021I20.4	1	1.571	1.571
RP5-1021I20.5	1	1	1
RP5-1021I20.6	1	1	1
RP5-1022J11.2	1	1	1
RP5-1022P6.4	1	1	1
RP5-1022P6.5	1	1	1
RP5-1022P6.7	1	1	1
RP5-1024C24.1	1	1	1
RP5-1024G6.2	1	1	1
RP5-1024G6.5	1	1	1
RP5-1024G6.7	1	1.012	1.012
RP5-1024G6.8	1.074	1.024	1.074
RP5-1024N4.2	1	1	1
RP5-1024N4.4	1	1	1
RP5-1027G4.3	1	1	1
RP5-1027O11.1	1	1	1
RP5-1027O15.1	1	1	1
RP5-1028K7.2	1	1	1
RP5-1028L10.1	1	1	1
RP5-1028L10.2	1	1	1
RP5-1029F21.2	1	1	1
RP5-1029F21.3	1	1	1
RP5-1029F21.4	1	1	1
RP5-1029K10.2	1	1	1
RP5-1029K10.4	1	1	1
RP5-1030M6.3	1	1	1
RP5-1031D4.2	1	1	1
RP5-1031J8.1	1	1	1
RP5-1033H22.2	1	1	1
RP5-1039K5.13	1	1	1
RP5-1039K5.16	1	1	1
RP5-1039K5.17	1.064	1	1.064
RP5-1039K5.18	1	1	1
RP5-1042I8.7	1	1	1
RP5-1042K10.10	1	1	1
RP5-1042K10.13	1	1	1
RP5-1043L13.1	1	1	1
RP5-1044H5.1	1	1	1
RP5-1047A19.4	1	1	1
RP5-1048B16.1	1	1	1
RP5-1050D4.2	1	1	1
RP5-1050D4.3	1	1	1
RP5-1050D4.4	1	1	1
RP5-1050D4.5	1	1	1
RP5-1050E16.1	1	1	1
RP5-1050E16.2	1	1	1
RP5-1051D14.1	1	1	1
RP5-1051H14.2	1	1	1
RP5-1052I5.1	1	1	1
RP5-1052I5.2	1	1	1
RP5-1056L3.1	1	1	1
RP5-1057I20.2	1	1	1
RP5-1057J7.6	1.166	1	1.166
RP5-1057J7.7	1	1	1
RP5-1061H20.4	1	1	1
RP5-1061H20.5	1	1	1
RP5-1063M23.1	1	1	1
RP5-1063M23.2	1	1	1
RP5-1065J22.8	1.066	1.002	1.066
RP5-1065P14.2	1	1	1
RP5-1066H13.4	1	1	1
RP5-1067M6.3	1	1	1
RP5-1068B5.3	1	1	1
RP5-1068E13.7	1	1	1
RP5-1069C8.2	1	1	1
RP5-1069C8.3	1	1	1
RP5-1070A16.1	1	1	1
RP5-1070G24.2	1	1	1
RP5-1071N3.1	1	1	1
RP5-1073O3.2	1	1	1
RP5-1073O3.7	1	1	1
RP5-1074L1.1	1	1	1
RP5-1074L1.4	1.707	2.03	2.03
RP5-1077H22.1	1	1	1
RP5-1077H22.2	1	1	1
RP5-1077I2.3	1	1	1
RP5-1085F17.3	1.6	1.169	1.6
RP5-1085F17.4	1	1	1
RP5-1086K13.1	1	1	1
RP5-1086L22.1	1	1	1
RP5-1087E8.3	1	1	1
RP5-1091N2.9	1	1	1
RP5-1092A11.2	1	1	1
RP5-1092A11.5	1	1	1
RP5-1092A3.4	1.089	1.68	1.68
RP5-1092A3.5	1	1	1
RP5-1096D14.3	1	1	1
RP5-1096D14.6	1	1	1
RP5-1096J16.1	1	1	1
RP5-1097F14.3	1	1	1
RP5-1097P24.1	1	1	1
RP5-1098D14.1	1	1	1
RP5-1099E6.3	1	1	1
RP5-1100I6.1	1	1	1
RP5-1100I6.2	1	1	1
RP5-1101C3.1	1	1	1
RP5-1102E8.3	1	1	1
RP5-1103B4.3	1	1	1
RP5-1103G7.10	1	1	1
RP5-1103G7.4	1	1	1
RP5-1104E15.6	1	1	1
RP5-1107A17.3	1	1	1
RP5-1107A17.4	1	1	1
RP5-1109J22.1	1	1	1
RP5-1109J22.2	1	1	1
RP5-1110E20.1	1	1	1
RP5-1111A8.3	1	1	1
RP5-1112D6.4	1	1.696	1.696
RP5-1112D6.7	1	1	1
RP5-1112D6.8	1	1.095	1.095
RP5-1112F19.2	1	1	1
RP5-1113E3.3	1	1	1
RP5-1114G22.2	1	1	1
RP5-1115A15.1	1	1	1
RP5-1119A7.10	1	1	1
RP5-1119A7.14	1	1	1
RP5-1119A7.17	1	1	1
RP5-1119D9.4	1	1	1
RP5-1119O21.2	1	1	1
RP5-1120P11.1	1	1	1
RP5-1120P11.3	1	1	1
RP5-1121A15.3	1	1	1
RP5-1121E10.2	1	1	1
RP5-1121H13.3	1	1	1
RP5-1121H13.4	1	1	1
RP5-1125A11.1	1	1	1
RP5-1125A11.4	1	1	1
RP5-1125M8.2	1	1	1
RP5-1125N11.1	1	1	1
RP5-1126H10.2	1	1.303	1.303
RP5-1132H15.1	1	1	1
RP5-1136G13.2	1.039	1.267	1.267
RP5-1139B12.2	1.006	1	1.006
RP5-1139B12.3	1	1	1
RP5-1139B12.4	1	1	1
RP5-1139I1.1	1	1	1
RP5-1139I1.2	1	1	1
RP5-1142A6.2	1	1	1
RP5-1142A6.5	1	1	1
RP5-1142A6.7	1	1	1
RP5-1142A6.8	1	1	1
RP5-1142A6.9	1	1	1
RP5-1142J19.1	1	1	1
RP5-1148A21.3	1	1.044	1.044
RP5-1154L15.1	1	1	1
RP5-1154L15.2	1	1	1
RP5-1157M23.2	1	1	1
RP5-1158E12.1	1	1	1
RP5-1158E12.3	1	1	1
RP5-1159O4.1	1	1	1
RP5-1159O4.2	1.022	1	1.022
RP5-1160K1.3	1	1	1
RP5-1160K1.6	1	1	1
RP5-1160K1.8	1	1	1
RP5-1164C1.2	1	1	1
RP5-1165K10.2	1	1	1
RP5-1166F10.1	1	1	1
RP5-1170K4.7	1	1	1
RP5-1172A22.1	1	1	1
RP5-1172N10.2	1	1	1
RP5-1172N10.4	1.628	1.017	1.628
RP5-1173A5.1	1	1	1
RP5-1177I5.3	1	1	1
RP5-1177M21.1	1	1	1
RP5-1178H5.2	1	1	1
RP5-1180C10.2	1.192	1.639	1.639
RP5-1180C18.1	1	1	1
RP5-1180E21.4	1	1	1
RP5-1180E21.5	1	1	1
RP5-1182A14.5	1	1	1
RP5-1184F4.5	1	1	1
RP5-1185H19.2	1	1	1
RP5-1185I7.1	1	1	1
RP5-1185K9.1	1	1	1
RP5-1186N24.3	1	1	1
RP5-1186P10.2	1	1	1
RP5-1195D24.1	1	1	1
RP5-1198O20.4	1	1	1
RP5-821D11.7	1.056	1	1.056
RP5-823G15.5	1	1	1
RP5-826L7.1	1	1	1
RP5-827C21.2	1	1	1
RP5-827C21.4	1	1	1
RP5-827C21.6	1	1	1
RP5-827L5.1	1	1	1
RP5-827L5.2	1	1	1
RP5-827O9.1	1	1	1
RP5-828H9.1	1	1	1
RP5-828K20.2	1	1	1
RP5-833A20.1	1	1	1
RP5-834N19.1	1	1	1
RP5-836J3.1	1	1	1
RP5-836N10.1	1	1	1
RP5-837I24.2	1	1	1
RP5-837I24.4	1	1	1
RP5-837I24.6	1	1	1
RP5-837J1.2	1.249	1	1.249
RP5-837J1.4	1	1	1
RP5-837M10.2	1	1	1
RP5-837M10.4	1	1	1
RP5-839B4.8	1	1	1
RP5-842K16.1	1	1	1
RP5-842K16.2	1	1	1
RP5-843L14.1	1	1	1
RP5-845O24.8	1	1	1
RP5-850E9.3	1	1	1
RP5-850O15.3	1	1	1
RP5-850O15.4	1	1	1
RP5-855D21.1	1	1	1
RP5-855D21.2	1.084	1	1.084
RP5-855D21.3	1.868	1	1.868
RP5-855F14.1	1	1	1
RP5-855F14.2	1	1	1
RP5-855F16.1	1	1	1
RP5-856G1.1	1	1	1
RP5-857K21.1	1	1	1
RP5-857K21.15	1	1	1
RP5-857K21.2	1	1	1
RP5-857K21.3	1	1	1
RP5-857K21.4	1	1	1
RP5-857K21.5	1	1	1
RP5-858B6.1	1	1	1
RP5-858B6.3	1	1	1
RP5-859D4.3	1	1	1
RP5-860P4.2	1	1	1
RP5-864K19.4	1	1	1
RP5-865N13.1	1	1	1
RP5-865N13.2	1	1	1
RP5-866L20.1	1	1	1
RP5-867C24.4	1.267	1.67	1.67
RP5-867C24.5	1	1	1
RP5-872K7.7	1	1	1
RP5-875H18.4	1	1	1
RP5-881L22.4	1	1	1
RP5-881L22.5	1	1	1
RP5-881L22.6	1	1	1
RP5-882C2.2	1	1.72	1.72
RP5-884C9.2	1	1	1
RP5-884G6.2	1	1	1
RP5-884M6.1	1	1	1
RP5-886K2.3	1	1.076	1.076
RP5-887A10.1	1	1	1
RP5-888M10.2	1	1	1
RP5-890E16.2	1.03	1	1.03
RP5-890E16.4	1	1	1
RP5-890O3.9	1.034	1.093	1.093
RP5-892K4.1	1	1	1
RP5-893G23.1	1	1	1
RP5-894A10.2	1.051	1.926	1.926
RP5-894A10.6	1	1	1
RP5-894D12.3	1	1	1
RP5-894D12.4	1	1	1
RP5-894D12.5	1	1	1
RP5-896L10.1	1	1	1
RP5-897D18.1	1	1	1
RP5-898J17.1	1	1	1
RP5-899B16.1	1	1	1
RP5-899B16.2	1	1	1
RP5-899E9.1	1	1	1
RP5-901A4.1	1	1	1
RP5-902P8.10	1	1	1
RP5-902P8.12	1	1	1
RP5-903G2.2	1	1	1
RP5-905G11.3	1	1	1
RP5-905H7.3	1	1	1
RP5-905H7.8	1	1	1
RP5-905H7.9	1	1	1
RP5-905N1.2	1	1	1
RP5-906A24.2	1	1	1
RP5-907D15.3	1	1	1
RP5-908M14.5	1	1	1
RP5-912I13.1	1	1	1
RP5-914P20.5	1.781	1.119	1.781
RP5-916L7.2	1	1	1
RP5-916O11.2	1	1	1
RP5-919F19.5	1	1	1
RP5-921G16.1	1	1	1
RP5-921G16.2	1	1	1
RP5-928E24.2	1	1	1
RP5-930J4.2	1	1	1
RP5-930J4.4	1	1	1
RP5-933E2.1	1	1	1
RP5-933K21.3	1	1	1
RP5-935K16.1	2.425	1.032	2.425
RP5-936J12.1	1	1	1
RP5-937E21.8	1	1	1
RP5-940F7.2	1	1	1
RP5-940J5.3	1	1	1
RP5-940J5.6	1	1	1
RP5-940J5.8	1	1	1
RP5-940J5.9	1	1	1
RP5-942I16.1	1	1	1
RP5-943J3.1	1	1	1
